"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.485025708E0,-1.207741443E-4,-1.423118985E-3,-1.337103080E-3
3.494980708E0,1.740378793E-4,2.868565265E-3,1.945243217E-3
3.504936708E0,1.921146293E-3,3.474298632E-3,1.672292128E-4
3.514891708E0,5.613453686E-5,5.393905099E-3,1.409742981E-5
3.524847708E0,2.949700691E-3,5.792645738E-3,-2.740956843E-4
3.534802708E0,2.831988968E-3,2.222411800E-3,-1.635503490E-3
3.544757708E0,-2.771421801E-3,4.219968803E-3,-2.955170814E-3
3.554713708E0,4.483398516E-4,2.581325825E-3,-6.597922184E-4
3.564668708E0,-3.142932896E-3,-4.960435326E-4,-1.393510494E-3
3.574623708E0,4.411390051E-3,2.105065854E-3,-8.499594405E-4
3.584579708E0,-6.930832751E-5,6.151385605E-4,4.102103412E-5
3.594534708E0,-6.770417094E-4,1.475872239E-3,-6.732386537E-4
3.604489708E0,2.661144594E-3,2.784417477E-3,2.531614155E-5
3.614445708E0,1.724244445E-3,-2.415213385E-5,2.475424670E-3
3.624400708E0,2.295324113E-3,-1.129708951E-3,-1.073576510E-3
3.634355708E0,-2.457885770E-3,-4.154492635E-4,-4.155095667E-4
3.644311708E0,-1.074509695E-3,-3.168259282E-3,1.876079477E-4
3.654266708E0,1.742315828E-3,-2.732566325E-3,-2.829725854E-4
3.664222708E0,-2.211946994E-3,-3.954910208E-4,3.356104717E-4
3.674177708E0,5.992858205E-4,-2.685010433E-3,1.129701268E-4
3.684132708E0,-3.920043819E-4,-3.013003152E-3,-2.674735151E-4
3.694088708E0,1.710028620E-3,-1.458440092E-4,-1.284534577E-3
3.704043708E0,-2.423315309E-4,-3.448281670E-3,-8.947681636E-6
3.713998708E0,-4.826697521E-3,-2.890615724E-3,9.969281964E-4
3.723954708E0,8.719835896E-4,-2.822610084E-3,9.340408724E-4
3.733909708E0,2.302367240E-3,-7.529318100E-5,-1.305411104E-3
